,Stock_Codes,Company_Name
2693,531337,WinPro Industries Ltd
2694,531338,MILESTONE GLOBAL LTD.
2695,531339,JAIHIND PROJECTS LTD.
2696,531340,BERVIN INVESTMENT & LEASING LTD.
2697,531341,GUJARAT INVESTA LTD.
2698,531343,INDIA INFRASPACE LTD.
2699,531344,CONTAINER CORPORATION OF INDIA LTD.
2700,531346,EASTERN TREADS LTD.
2701,531349,PANACEA BIOTEC LTD.
2702,531352,PEETI SECURITIES LTD.
2703,531357,Mercury Ev-Tech Ltd
2704,531358,CHOICE INTERNATIONAL LTD.
2705,531359,SHRIRAM ASSET MANAGEMENT CO.LTD.
2706,531360,Golechha Global Finance Ltd.
2707,531363,KARUR K.C.P.PACKKAGINGS LTD.
2708,531364,Ekansh Concepts Ltd
2709,531366,Kohinoor Broadcasting Corporation Ltd.
2710,531367,DOLLEX INDUSTRIES LTD.
2711,531370,Sparc Electrex Ltd
2712,531373,THE BYKE HOSPITALITY LTD.
2713,531380,CENTENIAL SURGICAL SUTURE LTD.
2714,531381,ARIHANT FOUNDATIONS & HOUSING LTD.
2715,531382,JAYAVANT PRODUCTS LTD.
2716,531387,HASTI FINANCE LTD.
2717,531390,UPSURGE INVESTMENT & FINANCE LTD.
2718,531392,ASIAN FLORA LTD.
2719,531395,PADAM COTTON YARNS LTD.
2720,531396,WOMEN NETWORKS LTD.
2721,531397,POLYCON INTERNATIONAL LTD.
2722,531398,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.
2723,531400,ALMONDZ GLOBAL SECURITIES LTD.
2724,531402,LWS KNITWEAR LTD.
2725,531404,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.
2726,531406,ANS Industries Ltd
2727,531409,ALCHEMIST CORPORATION LTD.
2728,531410,GUJARAT FOILS LTD.
2729,531411,TUNI TEXTILE MILLS LTD.
2730,531412,Radix Industries (India) Limited
2731,531413,KIRAN PRINT-PACK LTD.
2732,531416,NARENDRA PROPERTIES LTD.
2733,531417,MEGA CORPORATION LTD.
2734,531419,Goplee Infotech Ltd.
2735,531420,BMB MUSIC & MAGNETICS LTD.
2736,531426,TAMIL NADU NEWSPRINT & PAPERS LTD.
2737,531429,Advent Computer Services Ltd.
2738,531431,SHAKTI PUMPS (INDIA) LTD.
2739,531432,SYSTEMATIX SECURITIES LTD.
2740,531433,SUNGOLD CAPITAL LTD.
2741,531436,Saffron Industries Limited
2742,531437,Prakash Woollen & Synthetic Mills Ltd
2743,531439,GOLDSTONE TECHNOLOGIES LTD.
2744,531444,Vardhman Concrete Limited
2745,531447,Rockon Enterprises Ltd
2746,531448,Safal Securities Ltd
2747,531449,GRM OVERSEAS LTD.
2748,531452,NCC FINANCE LTD.
2749,531453,MOHIT INDUSTRIES LTD.
2750,531454,POLYLINK POLYMERS (INDIA) LTD.
2751,531456,MINAXI TEXTILES LTD.
2752,531458,Boston Bio Systems Ltd.
2753,531460,CONTINENTAL CONTROLS LTD.
2754,531463,Global Infratech & Finance limited
2755,531465,NOUVEAU GLOBAL VENTURES LTD.
2756,531467,ARNAV CORPORATION LTD.
2757,531470,Emporis Projects Limited
2758,531471,DUKE OFFSHORE LTD.
2759,531472,CYBELE INDUSTRIES LTD.
2760,531479,GLOBAL LAND MASTERS CORPORATION LTD.
2761,531481,Beta-kappa Investments Ltd.
2762,531486,FILMCITY MEDIA LTD.
2763,531489,CG-VAK SOFTWARE & EXPORTS LTD.
2764,531494,Navkar Urbanstructure Ltd
2765,531495,BLUE COAST HOTELS LTD.
2766,531496,OMKAR OVERSEAS LTD.
2767,531497,MADHUCON PROJECTS LTD.
2768,531499,SYBLY INDUSTRIES LTD.
2769,531500,RAJESH EXPORTS LTD.
2770,531502,ESAAR (INDIA) LTD.
2771,531503,MARIS SPINNERS LTD.
2772,531505,INDERGIRI FINANCE LTD.
2773,531506,SHUKRA BULLIONS LTD.
2774,531508,EVEREADY INDUSTRIES INDIA LTD.
2775,531509,STEP TWO CORPORATION LTD.
2776,531512,ORIENT TRADELINK LTD.
2777,531515,MAHAN INDUSTRIES LTD.
2778,531517,Alang Industrial Gases Ltd.
2779,531518,Vikas Proppant & Granite Ltd
2780,531519,ANKUSH FINSTOCK LTD.
2781,531521,DESH RAKSHAK AUSHDHALAYA LTD.
2782,531522,RASOYA PROTEINS LTD.
2783,531524,ICSA (INDIA) LTD.
2784,531525,ACE SOFTWARE EXPORTS LTD.
2785,531531,HATSUN AGRO PRODUCT LTD.
2786,531533,Accedere Ltd
2787,531537,Jyothi Infraventures Ltd.
2788,531539,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.
2789,531540,MARUTI INFRASTRUCTURE LTD.
2790,531541,Kobo Biotech Ltd
2791,531543,JINDAL WORLDWIDE LTD.
2792,531544,VERTEX SPINNING LTD.
2793,531547,TIRUPATI INDUSTRIES (INDIA) LTD.
2794,531548,SOMANY CERAMICS LTD.
2795,531550,JHAVERI CREDITS & CAPITAL LTD.
2796,531551,INTERCORP INDUSTRIES LTD.
2797,531552,RAGHUNATH TOBACCO CO.LTD.
2798,531553,Disha Resources Ltd
2799,531556,CORAL INDIA FINANCE & HOUSING LTD.
2800,531557,AMIT SECURITIES LTD.
2801,531560,AROMA ENTERPRISES (INDIA) LTD.
2802,531562,PUSHPSONS INDUSTRIES LTD.
2803,531565,Indo Pacific Projects Ltd
2804,531568,ASHUTOSH PAPER MILLS LTD.
2805,531569,SANJIVANI PARANTERAL LTD.
2806,531570,Blazon Marbles Limited
2807,531574,VAS INFRASTRUCTURE LTD.
2808,531578,KMF BUILDERS & DEVELOPERS LTD.
2809,531581,ALKA DIAMOND INDUSTRIES LTD.
2810,531582,BERYL SECURITIES LTD.
2811,531583,RAP MEDIA LTD.
2812,531585,DEVINE IMPEX LTD.
2813,531590,BILPOWER LTD.
2814,531591,BAMPSL SECURITIES LTD.
2815,531592,Genpharmasec Ltd
2816,531594,INCON ENGINEERS LTD.
2817,531595,Capri Global Capital Limited
2818,531597,Midland Polymers Ltd.
2819,531598,NIMBUS FOODS INDUSTRIES LTD.
2820,531599,FDC LTD.
2821,531600,Gogia Capital Services Limited
2822,531602,KOFFEE BREAK PICTURES LTD.
2823,531608,GORANI INDUSTRIES LTD.
2824,531609,KG PETROCHEM LTD.
2825,531611,AADHAAR VENTURES INDIA LTD.
2826,531612,KGN INDUSTRIES LTD.
2827,531613,Meyer Apparel Ltd
2828,531615,Era Buildsys Limited
2829,531616,Starcom Information Technology Ltd
2830,531621,CENTERAC TECHNOLOGIES LTD.
2831,531624,COUNTRY CONDO'S LTD.
2832,531626,OROSIL SMITHS INDIA LTD.
2833,531627,Raghava Estates And Properties Ltd
2834,531628,Tejassvi Aaharam Ltd
2835,531633,LINCOLN PHARMACEUTICALS LTD.
2836,531635,SILVER OAK (INDIA) LTD.
2837,531637,Praveg Ltd
2838,531638,SURAJ LTD.
2839,531640,Suvidha Infraestate Corporation Limited
2840,531642,MARICO LTD.
2841,531644,TOKYO FINANCE LTD.
2842,531645,Southern Ispat And Energy Ltd
2843,531646,Rfl International Ltd.
2844,531648,Mahavir Industries Limited
2845,531650,VAX HOUSING FINANCE CORPORATION LTD.
2846,531651,NATIONAL GENERAL INDUSTRIES LTD.
2847,531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.
2848,531658,Abate As Industries Ltd
2849,531659,TSL INDUSTRIES LTD.
2850,531661,HITTCO TOOLS LTD.
2851,531663,YUVRAAJ HYGIENE PRODUCTS LTD.
2852,531664,MAHAVIR IMPEX LTD.
2853,531667,RR MetalMakers India Ltd
2854,531668,Vision Corporation Ltd.
2855,531671,Bisil Plast Limited
2856,531672,INANI SECURITIES LTD.
2857,531673,ANKA INDIA LTD.
2858,531674,INDO-ASIAN PROJECTS LTD.
2859,531675,TRICOM INDIA LTD.
2860,531676,VAGHANI TECHNO-BUILD LTD.
2861,531677,ARIS INTERNATIONAL LTD.
2862,531678,Anand Credit Ltd.
2863,531680,MAYUR LEATHER PRODUCTS LTD.
2864,531681,Amerise Biosciences Ltd
2865,531682,CAT TECHNOLOGIES LTD.
2866,531686,ADVIK LABORATORIES LTD.
2867,531687,KARUTURI GLOBAL LTD.
2868,531688,Prithvi Exchange (India) Ltd
2869,531689,Mahavir Advanced Remedies Ltd.
2870,531692,Khyati Multimedia-entertainment Ltd.
2871,531693,Yantra Natural Resources Ltd.
2872,531694,RAINBOW FOUNDATIONS LTD.
2873,531695,Veronica Production Ltd
2874,531699,SUPER DOMESTIC MACHINES LTD.
2875,531703,TRIBHUVAN HOUSING LTD.
2876,531712,TRILOGIC DIGITAL MEDIA LTD.
2877,531713,BLUECHIP STOCKSPIN LTD.
2878,531716,Tricom Fruit Products Limited
2879,531717,Vidhi Specialty Food Ingredients Ltd
2880,531719,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.
2881,531720,Alpha Graphic India Ltd.
2882,531723,GACM Technologies Ltd
2883,531724,HRB FLORICULTURE LTD.
2884,531726,PANCHSHEEL ORGANICS LTD.
2885,531727,MENON PISTONS LTD.
2886,531731,AARYA GLOBAL SHARES AND SECURITIES LTD.
2887,531735,PRISM FINANCE LTD.
2888,531737,Greencrest Financial Services Limited
2889,531738,SILICON VALLEY INFOTECH LTD.
2890,531739,GENNEX LABORATORIES LTD.
2891,531743,HIRA AUTOMOBILES LTD.
2892,531744,GINI SILK MILLS LTD.
2893,531746,PRAJAY ENGINEERS SYNDICATE LTD.
2894,531750,Encore Software Ltd.
2895,531752,Biogen Pharmachem Industries Ltd
2896,531754,FINTECH COMMUNICATIONS LTD.
2897,531758,G.K.CONSULTANTS LTD.
2898,531760,Fusion Fittings (i) Ltd.
2899,531761,Apollo Pipes Ltd
2900,531762,UNJHA FORMULATIONS LTD.
2901,531768,POLY MEDICURE LTD.
2902,531769,Pfl Infotech Ltd.
2903,531771,Shraddha Prime Projects Ltd
2904,531775,Cistro Telelink Ltd.
2905,531777,Intellvisions Software Ltd.
2906,531778,KACHCHH MINERALS LTD.
2907,531780,Kaiser Corporation Limited
2908,531781,SAPAN CHEMICALS LTD.
2909,531783,AZURE EXIM SERVICES LTD.
2910,531784,KCL Infra Projects Ltd
2911,531791,NOVAGOLD PETRO-RESOURCES LTD.
2912,531794,SESHACHAL TECHNOLOGIES LTD.
2913,531795,ATUL AUTO LTD.
2914,531797,SCAN PROJECTS LTD.
2915,531802,PRERNA INFRABUILD LTD.
2916,531807,Ing Vysya Bank Ltd.
2917,531810,METAL COATINGS (INDIA) LTD.
2918,531812,SGN TELECOMS LTD.
2919,531813,GANGA PAPERS INDIA LTD.
2920,531814,TIRUPATI SARJAN LTD.
2921,531816,PANORAMIC UNIVERSAL LTD.
2922,531819,NUWAY ORGANIC NATURALS INDIA LTD.
2923,531820,Finalysis Credit & Guarantee Co.ltd.
2924,531821,MUNOTH FINANCIAL SERVICES LTD.
2925,531822,Rodium Realty Limited
2926,531823,ARVIND REMEDIES LTD.
2927,531825,RCC CEMENTS LTD.
2928,531826,Dee Kartavya Finance Ltd.
2929,531830,Todays Writing Instruments Ltd
2930,531831,UNISYS SOFTWARES & HOLDING INDUSTRIES LTD.
2931,531832,NAGARJUNA AGRI TECH LTD.
2932,531834,Natura Hue Chem Ltd.
2933,531838,Sms Techsoft (india) Limited
2934,531840,IEC EDUCATION LTD.
2935,531841,Indus Finance Ltd
2936,531842,LAHOTI OVERSEAS LTD.
2937,531845,Zenith Steel Pipes & Industries Ltd
2938,531846,TRINITY LEAGUE INDIA LTD.
2939,531847,ASIAN STAR CO.LTD.
2940,531854,FUNWORLD & TOURISM DEVELOPMENT LTD.
2941,531855,PRABHAV INDUSTRIES LTD.
2942,531859,Oriental Rail Infrastructure Ltd
2943,531861,JOINDRE CAPITAL SERVICES LTD.
2944,531862,BHARAT AGRI FERT & REALTY LTD.
2945,531863,Sigrun Holdings Limited
2946,531865,Volant Textile Mills Ltd.
2947,531866,Aagam Capital Ltd.
2948,531867,UNITECH INTERNATIONAL LTD.
2949,531869,SACHETA METALS LTD.
2950,531870,POPULAR ESTATE MANAGEMENT LTD.
2951,531874,Venus Power Ventures (india) Ltd.
2952,531878,ANJANI FINANCE LTD.
2953,531879,PIONEER DISTILLERIES LTD.
2954,531881,GUJARAT METALLIC COAL & COKE LTD.
2955,531882,Kwality Limited
2956,531885,SVA INDIA LTD.
2957,531886,Scope Industries (India) Limited
2958,531887,RAHUL MERCHANDISING LTD.
2959,531888,REXNORD ELECTRONICS & CONTROLS LTD.
2960,531889,Integrated Industries Ltd
2961,531892,KHANDWALA SECURITIES LTD.
2962,531893,SAWACA BUSINESS MACHINES LTD.
2963,531897,Accentia Technologies Ltd.
2964,531898,SANGUINE MEDIA LTD.
2965,531900,CCL INTERNATIONAL LTD.
2966,531901,Sterling Webnet Ltd.
2967,531902,GALLOPS ENTERPRISE LTD.
2968,531904,GLOBUS CORPORATION LTD.
2969,531909,Croissance Ltd
2970,531910,Toheal Pharmachem Ltd.
2971,531911,GALAXY AGRICO EXPORTS LTD.
2972,531913,GOPAL IRON & STEELS CO.(GUJARAT) LTD.
2973,531917,Twinstar Industries Limited
2974,531918,HINDUSTAN APPLIANCES LTD.
2975,531919,MUDIT FINLEASE LTD.
2976,531921,AGARWAL INDUSTRIAL CORPORATION LTD.
2977,531923,DHAMPURE SPECIALITY SUGARS LTD.
2978,531925,Shantanu Sheorey Aquakult Ltd.
2979,531928,GOLDEN CARPETS LTD.
2980,531929,INNOCORP LTD.
2981,531930,SARTHAK INDUSTRIES LTD.
2982,531931,SAI CAPITAL LTD.
2983,531934,SUPREME TEX MART LTD.
2984,531936,BLUE CHIP INDIA LTD.
2985,531937,BECKONS INDUSTRIES LTD.
2986,531939,Genus Commu-trade Ltd.
2987,531944,Servoteach Industries Ltd
2988,531945,SUNITEE CHEMICALS LTD.
2989,531946,CHADHA PAPERS LTD.
2990,531950,VERTEX SECURITIES LTD.
2991,531952,RIBA TEXTILES LTD.
2992,531959,Newtime Infrastructure Limited
2993,531960,Jindal Online.com Ltd.
2994,531962,SHREE METALLOYS LTD.
2995,531963,UNIVERSAL CREDIT & SECURITIES LTD.
2996,531968,IITL PROJECTS LIMITED
2997,531971,HARI GOVIND INTERNATIONAL LTD.
2998,531972,TRIDENT TOOLS LTD.
2999,531977,CHARTERED LOGISTICS LTD.
3000,531978,AMBIKA COTTON MILLS LTD.
3001,531979,HIND ALUMINIUM INDUSTRIES LTD.
3002,531980,Senthil Infotek Ltd
3003,531982,SPECTRUM FOODS LTD.
3004,531989,DECCAN POLYPACKS LTD.
3005,531991,AMRAWORLD AGRICO LTD.
3006,531994,AUTO PINS (INDIA) LTD.
3007,531996,ODYSSEY CORPORATION LTD.
3008,532001,INDUCTO STEEL LTD.
3009,532005,SAM INDUSTRIES LTD.
3010,532007,SHREEVATSAA FINANCE & LEASING LTD.
3011,532011,POOJA ENTERTAINMENT AND FILMS LTD.
3012,532015,GRAVITY (INDIA) LTD.
3013,532016,Espire Hospitality Limited
3014,532021,SENBO INDUSTRIES LTD.
3015,532022,FILATEX FASHIONS LTD.
3016,532024,R.B.GUPTA FINANCIALS LTD.
3017,532025,SOWBHAGYA MEDIA LTD.
3018,532029,Sindhu Trade Links Limited
3019,532033,JAIN STUDIOS LTD.
3020,532034,Safal Herbs Limited
3021,532035,UNISTAR MULTIMEDIA LTD.
3022,532038,EMMSONS INTERNATIONAL LTD.
3023,532039,ZENOTECH LABORATORIES LTD.
3024,532041,HINDUSTAN BIO SCIENCES LTD.
3025,532042,FRONTLINE CORPORATION LTD.
3026,532045,Nexxoft Infotel Ltd.
3027,532051,Swelect Energy Systems Limited
3028,532053,WALLFORT FINANCIAL SERVICES LTD.
3029,532054,KDDL LTD.
3030,532055,Rashel Agrotech Ltd.
3031,532056,ADINATH EXIM RESOURCES LTD.
3032,532057,ABHINAV CAPITAL SERVICES LTD.
3033,532067,KILPEST INDIA LTD.
3034,532068,ARAMUSK INFRASTRUCTURE INVESTMENTS LTD.
3035,532070,Sumuka Agro Industries Ltd
3036,532072,INTERWORLD DIGITAL LTD.
3037,532078,Monind Ltd
3038,532081,KSS Limited
3039,532083,SHRI KALYAN HOLDINGS LTD.
3040,532084,Fast Track Entertainment Ltd.
3041,532090,VANDANA KNITWEAR LTD.
3042,532092,Sagar Productions Limited
3043,532093,Venkat Pharma Ltd.
3044,532097,MUKAND ENGINEERS LTD.
3045,532100,INDO-CITY INFOTECH LTD.
3046,532102,SBEC SUGAR LTD.
3047,532105,MEGA FIN (INDIA) LTD.
3048,532106,REI AGRO LTD.
3049,532113,BRIJLAXMI LEASING & FINANCE LTD.
3050,532114,ALCHEMIST REALTY LTD.
3051,532116,Xo Infotech Ltd.
3052,532121,DENA BANK
3053,532123,BSEL INFRASTRUCTURE REALTY LTD.
3054,532124,RELIABLE VENTURES INDIA LTD.
3055,532127,MOBILE TELECOMMUNICATIONS LTD.
3056,532129,HEXAWARE TECHNOLOGIES LTD.
3057,532133,IFGL REFRACTORIES LTD.
3058,532134,BANK OF BARODA
3059,532139,G-TECH INFO-TRAINING LTD.
3060,532140,Mohite Industries Ltd
3061,532141,ANDHRA CEMENTS LTD.
3062,532143,SKM EGG PRODUCTS EXPORT (INDIA) LTD.
3063,532144,Welspun Corp Limited
3064,532145,H.S.INDIA LTD.
3065,532149,BANK OF INDIA
3066,532150,INDRAPRASTHA MEDICAL CORP.LTD.
3067,532154,Johnson Pharmacare Ltd
3068,532155,GAIL (INDIA) LTD.
3069,532156,Vaibhav Global Ltd
3070,532159,Trescon Ltd
3071,532160,Gujarat State Financial Corporation
3072,532162,JK PAPER LTD.
3073,532163,SAREGAMA INDIA LTD.
3074,532164,MINOLTA FINANCE LTD.
3075,532166,ALKA SECURITIES LTD.
3076,532167,OMKAR PHARMACHEM LTD.
3077,532172,Adroit Infotech Ltd
3078,532173,CYBERTECH SYSTEMS AND SOFTWARE LTD.
3079,532174,ICICI BANK LTD.
3080,532175,Cyient Limited
3081,532178,ENGINEERS INDIA LTD.
3082,532179,CORPORATION BANK
3083,532180,Dhanlaxmi Bank Limited
3084,532181,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.
3085,532183,GAYATRI SUGARS LTD.
3086,532187,INDUSIND BANK LTD.
3087,532189,INDIA TOURISM DEVELOPMENT CORPORATION LTD.
3088,532191,STATE BANK OF TRAVANCORE
3089,532200,STATE BANK OF MYSORE
3090,532209,JAMMU & KASHMIR BANK LTD.
3091,532210,CITY UNION BANK LTD.
3092,532212,ARCHIES LTD.
3093,532215,AXIS BANK LTD.
3094,532216,HB STOCKHOLDINGS LTD.
3095,532217,SIEL FINANCIAL SERVICES LTD.
3096,532218,SOUTH INDIAN BANK LTD.
3097,532219,ENERGY DEVELOPMENT COMPANY LTD.
3098,532221,SONATA SOFTWARE LTD.
3099,532230,BENGAL TEA & FABRICS LTD.
3100,532234,NATIONAL ALUMINIUM CO.LTD.
3101,532240,INDIA NIPPON ELECTRICALS LTD.
3102,532249,Sql Star International Ltd.
3103,532254,Polaris Consulting & Services Limited
3104,532256,NALWA SONS INVESTMENTS LTD.
3105,532259,APAR INDUSTRIES LTD.
3106,532262,TCI INDUSTRIES LTD.
3107,532268,Accelya Solutions India Ltd
3108,532271,Orchasp Ltd
3109,532275,LANDMARC LEISURE CORPORATION LTD.
3110,532276,SYNDICATE BANK
3111,532281,HCL TECHNOLOGIES LTD.
3112,532282,Castex Technologies Ltd
3113,532284,TCFC FINANCE LTD.
3114,532285,Geojit Financial Services Ltd
3115,532286,JINDAL STEEL & POWER LTD.
3116,532287,ENTEGRA LTD.
3117,532290,BLB LTD.
3118,532291,Kdl Biotech Ltd.
3119,532293,SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LTD.
3120,532296,GLENMARK PHARMACEUTICALS LTD.
3121,532298,Zenith Infotech Ltd.
3122,532300,WOCKHARDT LTD.
3123,532301,TATA COFFEE LTD.
3124,532303,INTEGRATED HITECH LTD.
3125,532304,KJMC Corporate Advisors (India) Ltd.
3126,532305,IND-SWIFT LABORATORIES LTD.
3127,532307,MELSTAR INFORMATION TECHNOLOGIES LTD.
3128,532309,GE Power India Ltd
3129,532310,SHREE RAMA MULTI-TECH LTD.
3130,532311,Tutis Technologies Ltd.
3131,532312,GEOMETRIC LTD.
3132,532313,MAHINDRA LIFESPACE DEVELOPERS LTD.
3133,532316,S KUMARS.COM LTD.
3134,532318,GEMINI COMMUNICATION LTD.
3135,532320,Vaarad Ventures Ltd
3136,532321,Zydus Lifesciences Ltd
3137,532322,ELDER PHARMACEUTICALS LTD.
3138,532323,SHIVA CEMENT LTD.
3139,532324,CINEVISTA LTD.
3140,532326,INTENSE TECHNOLOGIES LTD.
3141,532329,DANLAW TECHNOLOGIES INDIA LTD.
3142,532330,BIOPAC INDIA CORPORATION LTD.
3143,532331,AJANTA PHARMA LTD.
3144,532332,CURA TECHNOLOGIES LTD.
3145,532333,HB PORTFOLIO LTD.
3146,532334,HB ESTATE DEVELOPERS LTD.
3147,532335,Ambica Agarbathies & Aroma Industries Ltd.
3148,532336,BARON INFOTECH LTD.
3149,532338,Valuemart Info Technologies Ltd.
3150,532339,COMPUCOM SOFTWARE LTD.
3151,532340,OMNI AXS SOFTWARE LTD.
3152,532341,IZMO Limited
3153,532342,Commex Technology Limited
3154,532343,TVS MOTOR COMPANY LTD.
3155,532344,SOFTSOL INDIA LTD.
3156,532345,GATI LTD.
3157,532346,BLUE STAR INFOTECH LTD.
3158,532347,HELIOS & MATHESON INFORMATION TECHNOLOGY LTD.
3159,532348,SUBEX LTD.
3160,532349,TRANSPORT CORPORATION OF INDIA LTD.
3161,532350,PADMALAYA TELEFILMS LTD.
3162,532351,AKSH OPTIFIBRE LTD.
3163,532354,Virgo Global Ltd
3164,532355,PICTUREHOUSE MEDIA LTD.
3165,532356,TRIVENI ENGINEERING & INDUSTRIES LTD.
3166,532357,MUKTA ARTS LTD.
3167,532359,HIT KIT GLOBAL SOLUTIONS LTD.
3168,532362,NAGPUR POWER & INDUSTRIES LTD.
3169,532363,CTIL LTD.
3170,532364,CYBERSCAPE MULTIMEDIA LTD.
3171,532365,DYNACONS SYSTEMS & SOLUTIONS LTD.
3172,532366,PNB GILTS LTD.
3173,532367,KANIKA INFOTECH LTD.
3174,532368,Brightcom Group Ltd
3175,532369,RAMCO INDUSTRIES LTD.
3176,532370,RAMCO SYSTEMS LTD.
3177,532371,TATA TELESERVICES (MAHARASHTRA) LTD.
3178,532372,Virinchi Ltd
3179,532373,WEP SOLUTIONS LTD.
3180,532374,STERLITE TECHNOLOGIES LTD.
3181,532375,TIPS INDUSTRIES LTD.
3182,532376,MRO-TEK Realty Ltd
3183,532378,UNIVERSAL ARTS LTD.
3184,532379,First Fintec Ltd
3185,532380,BABA ARTS LTD.
3186,532382,BALAJI TELEFILMS LTD.
3187,532384,TYCHE INDUSTRIES LTD.
3188,532386,CALIFORNIA SOFTWARE CO.LTD.
3189,532387,PRITISH NANDY COMMUNICATIONS LTD.
3190,532388,INDIAN OVERSEAS BANK
3191,532389,VALECHA ENGINEERING LTD.
3192,532390,TAJGVK HOTELS & RESORTS LTD.
3193,532391,OPTO CIRCUITS (INDIA) LTD.
3194,532392,CREATIVE EYE LTD.
3195,532395,Axiscades Technologies Ltd
3196,532397,Konndor Industries Ltd
3197,532398,Usha Martin Education & Solutions Limited
3198,532399,Reliance Mediaworks Ltd.
3199,532400,Birlasoft Ltd
3200,532401,VIJAYA BANK
3201,532402,USG TECH SOLUTIONS LTD.
3202,532403,FOURTH GENERATION INFORMATION SYSTEMS LTD.
3203,532404,SAVEN TECHNOLOGIES LTD.
3204,532405,Ccs Infotech Ltd.
3205,532406,AVANTEL LTD.
3206,532407,Moschip Technologies Ltd
3207,532408,MEGASOFT LTD.
3208,532410,TRANSCORP INTERNATIONAL LTD.
3209,532411,VISESH INFOTECNICS LTD.
3210,532413,CEREBRA INTEGRATED TECHNOLOGIES LTD.
3211,532414,IKF TECHNOLOGIES LTD.
3212,532416,NEXT MEDIAWORKS LTD.
3213,532418,ANDHRA BANK
3214,532419,Smartlink Holdings Ltd
3215,532424,GODREJ CONSUMER PRODUCTS LTD.
3216,532425,Genus Prime Infra Ltd
3217,532430,BF UTILITIES LTD.
3218,532432,UNITED SPIRITS LTD.
3219,532435,Sanmit Infra Limited
3220,532439,Olectra Greentech Ltd
3221,532440,MPS LTD.
3222,532441,RAINBOW DENIM LTD.
3223,532442,MW UNITEXX LTD.
3224,532443,CERA SANITARYWARE LTD.
3225,532444,T.SPIRITUAL WORLD LTD.
3226,532454,BHARTI AIRTEL LTD.
3227,532455,SHALIMAR WIRES INDUSTRIES LTD.
3228,532456,COMPUAGE INFOCOM LTD.
3229,532457,GULSHAN POLYOLS LTD.
3230,532459,Faze Three Autofab Ltd
3231,532460,PONNI SUGARS (ERODE) LTD.
3232,532461,PUNJAB NATIONAL BANK
3233,532466,ORACLE FINANCIAL SERVICES SOFTWARE LTD.
3234,532467,HAZOOR MULTI PROJECTS LTD.
3235,532468,Kama Holdings Limited
3236,532470,MATHER & PLATT FIRE SYSTEMS LTD.
3237,532475,APTECH LTD.
3238,532477,UNION BANK OF INDIA
3239,532478,UNITED BREWERIES LTD.
3240,532479,ISMT LTD.
3241,532480,ALLAHABAD BANK
3242,532481,NOIDA TOLL BRIDGE COMPANY LTD.
3243,532482,GRANULES INDIA LTD.
3244,532483,CANARA BANK
3245,532485,BALMER LAWRIE INVESTMENTS LTD.
3246,532486,POKARNA LTD.
3247,532488,DIVI'S LABORATORIES LTD.
3248,532491,Ece Industries Ltd.
3249,532493,ASTRA MICROWAVE PRODUCTS LTD.
3250,532494,Micro Technologies (india) Ltd.
3251,532497,RADICO KHAITAN LTD.
3252,532498,SHRIRAM CITY UNION FINANCE LTD.
3253,532500,MARUTI SUZUKI INDIA LTD.
3254,532503,RAJAPALAYAM MILLS LTD.
3255,532504,Navin Fluorine International Limited
3256,532505,UCO BANK
3257,532507,B.A.G.FILMS & MEDIA LTD.
3258,532508,JINDAL STAINLESS LTD.
3259,532509,SUPRAJIT ENGINEERING LTD.
3260,532511,EXCEL CROP CARE LTD.
3261,532513,TVS ELECTRONICS LTD.
3262,532514,INDRAPRASTHA GAS LTD.
3263,532515,TV TODAY NETWORK LTD.
3264,532516,Surya Pharmaceutical Ltd.
3265,532518,Florence Investech Limited
3266,532521,Palred Technologies Limited
3267,532522,PETRONET LNG LTD.
3268,532523,BIOCON LTD.
3269,532524,PTC INDIA LTD.
3270,532525,BANK OF MAHARASHTRA
3271,532526,DISHMAN PHARMACEUTICALS & CHEMICALS LTD.
3272,532527,RAMKRISHNA FORGINGS LTD.
3273,532528,DATAMATICS GLOBAL SERVICES LTD.
3274,532529,NEW DELHI TELEVISION LTD.
3275,532531,Strides Pharma Science Ltd
3276,532532,JAIPRAKASH ASSOCIATES LTD.
3277,532537,LUMAX AUTOMOTIVE SYSTEMS LTD.
3278,532538,ULTRATECH CEMENT LTD.
3279,532539,UNO Minda Ltd
3280,532540,TATA CONSULTANCY SERVICES LTD.
3281,532541,Coforge Ltd
3282,532542,Crew B.o.s.products Ltd.
3283,532543,GP Petroleums Limited
3284,532545,Fresenius Kabi Oncology Ltd.
3285,532548,CENTURY PLYBOARDS (I) LTD.
3286,532553,Welspun Enterprises Ltd
3287,532555,NTPC LTD.
3288,532604,S.A.L.STEEL LTD.
3289,532605,JBM AUTO LTD.
3290,532606,Parekh Aluminex Ltd.
3291,532607,Ontrack Systems Ltd.
3292,532608,Deccan Chronicle Holdings Ltd.
3293,532609,Bharati Shipyard Ltd.
3294,532610,DWARIKESH SUGAR INDUSTRIES LTD.
3295,532612,INDOCO REMEDIES LTD.
3296,532613,VIP Clothing Ltd
3297,532614,IMPEX FERRO TECH LTD.
